Year,County,Latitude,Longitude,Soybean,Corn,SeasonalPrep,SeasonalTmax,SeasonalTmin,SeasonalAvgTmax,SeasonalAvgTmin,WetDays,DaysA30,DaysB10,DaysB_2,GDD
1981,SCHUYLER,40.15808909,-90.61516057,2488,8272,884.14,36.11,1.11,25.77103825,13.98863388,63,28,40,0,2779.405
1982,SCHUYLER,40.15808909,-90.61516057,2556,8608,651.15,34.44,-2.22,25.59590164,14.20737705,52,26,34,1,2766.745
1983,SCHUYLER,40.15808909,-90.61516057,1513,3632,479.05,39.44,-3.89,27.65972678,14.35333333,36,76,48,4,2884.475
1984,SCHUYLER,40.15808909,-90.61516057,1917,6792,655.07,36.67,-1.11,26.46377049,13.83857923,46,54,45,0,2804.775
1985,SCHUYLER,40.15808909,-90.61516057,2421,8541,599.94,34.44,-0.56,26.63978142,14.06191257,57,42,30,0,2825.575
1986,SCHUYLER,40.15808909,-90.61516057,2623,9415,720.19,33.89,-3.33,26.64557377,14.42060109,41,42,31,1,2877.66
1987,SCHUYLER,40.15808909,-90.61516057,2219,7465,315.59,37.78,-1.67,28.18765027,14.61415301,31,60,40,0,3000.315
1988,SCHUYLER,40.15808909,-90.61516057,1917,5313,292.86,38.89,-1.67,27.62857923,13.82923497,19,67,45,0,2865.695
1989,SCHUYLER,40.15808909,-90.61516057,2522,7801,425.97,36.11,0.56,25.63120219,13.50601093,34,36,48,0,2731.865
1990,SCHUYLER,40.15808909,-90.61516057,2354,8137,939.25,36.28,-1.11,25.53180328,14.51,48,42,41,0,2776.76
1991,SCHUYLER,40.15808909,-90.61516057,2556,8608,815.36,36.11,0,26.55617486,14.86142077,41,55,42,0,2905.855
1992,SCHUYLER,40.15808909,-90.61516057,2791,9617,551.36,33.33,0.56,24.58409836,12.45174863,37,15,52,0,2572.71
1993,SCHUYLER,40.15808909,-90.61516057,2959,9079,861.19,33.89,-1.67,25.01513661,13.8142623,52,34,50,0,2712.72
1994,SCHUYLER,40.15808909,-90.61516057,3094,10424,497.34,33.89,2.22,25.6768306,13.66213115,33,36,35,0,2709.535
1995,SCHUYLER,40.15808909,-90.61516057,2522,7330,814.98,36.67,1.11,25.24295082,13.92770492,39,42,51,0,2726.065
1996,SCHUYLER,40.15808909,-90.61516057,2690,8675,702.92,35.56,1.11,25.05213115,13.17174863,38,32,50,0,2658.195
1997,SCHUYLER,40.15808909,-90.61516057,2656,8205,322.11,38.33,-2.22,25.39153005,13.73945355,31,42,46,1,2706.91
1998,SCHUYLER,40.15808909,-90.61516057,3026,9684,652.57,35.56,1.11,26.09295082,15.43087432,44,36,29,0,2892.965
1999,SCHUYLER,40.15808909,-90.61516057,2623,8944,586.25,37.22,0,25.88398907,14.00808743,32,41,43,0,2756.68
2000,SCHUYLER,40.15808909,-90.61516057,3026,10693,659.16,35.56,-2.78,25.65060109,13.64901639,48,35,49,4,2765.835
2001,SCHUYLER,40.15808909,-90.61516057,3094,10424,746.65,35.97,-1.67,25.93163934,13.39409836,54,45,47,0,2710.405
2002,SCHUYLER,40.15808909,-90.61516057,2892,9550,641.15,34.92,-6.11,26.43617486,13.98557377,47,62,48,4,2857.88
2003,SCHUYLER,40.15808909,-90.61516057,2892,11500,672.37,35.56,-1.36,25.12103825,13.52098361,49,25,45,0,2662.455
2004,SCHUYLER,40.15808909,-90.61516057,3497,12845,639.43,32.79,-0.82,25.49185792,13.44666667,52,19,37,0,2706.475
2005,SCHUYLER,40.15808909,-90.61516057,2959,9079,340.36,38.89,-1.11,26.80704918,14.31213115,36,65,39,0,2840.515
2006,SCHUYLER,40.15808909,-90.61516057,2757,9415,378.46,36.67,-2.22,26.00218579,14.25901639,36,42,45,2,2789.72
2007,SCHUYLER,40.15808909,-90.61516057,2556,11702,325.69,39.44,1.67,27.92956284,14.9642623,39,59,28,0,2974.3
2008,SCHUYLER,40.15808909,-90.61516057,3094,12374,928.37,33.89,0,24.79196721,13.63830601,56,17,46,0,2667.745
2009,SCHUYLER,40.15808909,-90.61516057,3228,11769,800.94,33.89,0,23.96923497,13.30038251,52,15,42,0,2557.955
2010,SCHUYLER,40.15808909,-90.61516057,3268,8722,1032.9,35.56,1.67,26.23885246,14.91754098,59,43,36,0,2869.405
2011,SCHUYLER,40.15808909,-90.61516057,3033,9724,590.296,37.77777778,-1.111111111,25.46448087,13.92228294,47,47,51,0,2742.5
2012,SCHUYLER,40.15808909,-90.61516057,2488,5104,435.8639067,40,-1.666666667,26.9247116,13.6095932,36,63,47,0,2774.722223
2013,SCHUYLER,40.15808909,-90.61516057,3349,11365,682.498,36.11111111,-2.222222222,25.06982392,13.5154827,45,32,45,1,2671.388889
2014,SCHUYLER,40.15808909,-90.61516057,3524,13726,858.012,33.88888889,-3.333333333,24.20157863,13.47905282,48,20,47,1,2612.777778
2015,SCHUYLER,40.15808909,-90.61516057,3578,10726,781.558,33.88888889,1.666666667,25.18214936,14.25015179,46,24,39,0,2751.944445
2016,SCHUYLER,40.15808909,-90.61516057,3827,12542,734.314,33.88888889,2.222222222,25.98057073,15.10625379,56,33,32,0,2860.833334
2017,SCHUYLER,40.15808909,-90.61516057,3941,13067,580.9438839,34.44444444,1.666666667,26.4966606,13.50030358,98,44,43,0,2765.277778
2018,SCHUYLER,40.15808909,-90.61516057,4028,13618,788.5149041,34.44444444,-2.777777778,26.96417729,14.40649666,56,51,30,4,2912.916667
2019,SCHUYLER,40.15808909,-90.61516057,-99,10968,527.2429546,35,-0.555555556,26.26593807,14.3442623,63,40,34,0,2828.611112
1950,SCOTT,39.64425605,-90.47468387,1681,3497,456.76,34.65333333,-0.813333333,25.4698725,13.17559199,60,23,41,0,2691.531667
1951,SCOTT,39.64425605,-90.47468387,1950,3430,687.0166667,35.83,-2.01,25.68601093,14.14220401,72,34,36,1,2777.213334
1952,SCOTT,39.64425605,-90.47468387,1715,3295,491.58,37.07666667,-2.27,27.57888889,14.43382514,54,69,43,2,2917.056667
1953,SCOTT,39.64425605,-90.47468387,1244,3632,369.1433333,38.18,-2.706666667,28.09943534,14.30826958,57,83,46,2,2917.656667
1954,SCOTT,39.64425605,-90.47468387,1412,1950,579.6766667,41.03,-0.076666667,28.10916211,15.33894353,69,81,38,0,2976.651667
1955,SCOTT,39.64425605,-90.47468387,1412,3430,525.89,37.30666667,4.596666667,27.99581056,15.55455373,56,68,26,0,2983.998334
1956,SCOTT,39.64425605,-90.47468387,1715,4237,427.9933333,37.25333333,-3.063333333,27.49213115,14.27023679,55,72,46,2,2926.293334
1957,SCOTT,39.64425605,-90.47468387,1614,3901,559.59,35.83333333,1.66,26.82741348,15.23140255,67,52,31,0,2914.328334
1958,SCOTT,39.64425605,-90.47468387,2152,5044,612.55,33.75666667,-0.103333333,25.78759563,14.03147541,68,33,37,0,2773.59
1959,SCOTT,39.64425605,-90.47468387,1715,4170,632.6466667,35.37666667,0.47,27.12528233,15.53790528,72,69,32,0,2967.908334
1960,SCOTT,39.64425605,-90.47468387,1681,4102,521.9033333,36.41666667,1.416666667,26.57375228,14.79750455,64,39,28,0,2873.338334
1961,SCOTT,39.64425605,-90.47468387,2186,5111,754.9366667,33.57,-2.65,25.6931694,13.80653916,72,48,47,1,2757.496667
1962,SCOTT,39.64425605,-90.47468387,1984,5178,554.9066667,34.98,-2.313333333,26.97590164,14.98892532,66,52,22,1,2925.786667
1963,SCOTT,39.64425605,-90.47468387,2152,5784,518.2433333,36.56333333,0.293333333,27.07291439,14.51865209,54,52,31,0,2879.12
1964,SCOTT,39.64425605,-90.47468387,1782,4775,440.5133333,37.90666667,-2.233333333,26.92989071,14.71111111,53,58,37,1,2885.895
1965,SCOTT,39.64425605,-90.47468387,2085,6187,742.94,35.33333333,1.303333333,26.07349727,14.47941712,72,36,34,0,2828.83
1966,SCOTT,39.64425605,-90.47468387,1917,4237,580.7866667,37.64,-0.57,25.38271403,13.09255009,51,42,48,0,2645.246667
1967,SCOTT,39.64425605,-90.47468387,2152,6927,625.99,33.32666667,-2.506666667,24.18879781,12.63692168,73,22,54,1,2553.891667
1968,SCOTT,39.64425605,-90.47468387,2320,6591,619.0466667,34.57,0.476666667,25.57765027,14.06484517,68,41,44,0,2737.591667
1969,SCOTT,39.64425605,-90.47468387,2354,6658,749.1566667,34.47666667,0.363333333,25.80801457,14.32803279,78,39,40,0,2797.471667
1970,SCOTT,39.64425605,-90.47468387,2085,4371,951.2333333,35.63666667,1.49,26.25417122,14.88925319,71,40,31,0,2863.17
1971,SCOTT,39.64425605,-90.47468387,2387,6523,421.0733334,35.98,1.526666667,26.44455373,14.07630237,57,64,43,0,2814.67
1972,SCOTT,39.64425605,-90.47468387,2421,7263,494.5366667,34.73666667,-0.003333333,26.10810565,14.08528233,71,51,41,0,2779.093334
1973,SCOTT,39.64425605,-90.47468387,2152,7801,802.06,34.39333333,2.843333333,26.08870674,14.9948816,78,45,30,0,2849.683334
1974,SCOTT,39.64425605,-90.47468387,1816,5716,559.77,36.65333333,-1.823333333,24.99094718,13.29591985,65,35,48,0,2640.52
1975,SCOTT,39.64425605,-90.47468387,2656,8137,574.94,36.13,0.996666667,26.4563388,14.53291439,66,59,39,0,2841.183334
1976,SCOTT,39.64425605,-90.47468387,2455,6927,409.1633333,34.94333333,-0.13,26.11810565,13.2601275,50,48,45,0,2730.345
1977,SCOTT,39.64425605,-90.47468387,2690,7263,708.1,36.26666667,-0.396666667,26.72746812,15.03879781,73,49,28,0,2911.768334
1978,SCOTT,39.64425605,-90.47468387,2421,7330,452.2166667,35.24333333,-0.263333333,25.94023679,13.54116576,61,56,54,0,2748.995
1979,SCOTT,39.64425605,-90.47468387,2556,8339,414.78,35.8,-2.3,26.2067031,13.45500911,47,47,52,1,2763.845
1980,SCOTT,39.64425605,-90.47468387,2253,6254,564.7,37.85,-0.426666667,27.37947177,14.49839709,63,66,45,0,2907.486667
1981,SCOTT,39.64425605,-90.47468387,2656,8743,718.3733333,34.66666667,1.843333333,25.44653916,14.14868852,68,28,41,0,2767.688334
1982,SCOTT,39.64425605,-90.47468387,2589,8743,613.7633333,34.51,-0.453333333,25.64690346,14.25797814,67,27,33,0,2770.736667
1983,SCOTT,39.64425605,-90.47468387,1648,4775,379.7,37.84333333,-3.03,27.33224044,14.49728597,51,82,43,2,2869.445
1984,SCOTT,39.64425605,-90.47468387,2320,8003,482.97,36.39666667,0.566666667,25.88174863,13.77934426,68,46,46,0,2761.121667
1985,SCOTT,39.64425605,-90.47468387,2690,9348,510.09,34.10666667,0.556666667,25.83775956,13.79630237,79,32,32,0,2747.178334
1986,SCOTT,39.64425605,-90.47468387,2791,10424,822.1766667,34.08,-2.063333333,26.28087432,14.17448087,85,40,37,1,2837.923334
1987,SCOTT,39.64425605,-90.47468387,2219,8877,416.51,37.53666667,-2.943333333,27.54200364,14.13608379,61,67,50,1,2898.506667
1988,SCOTT,39.64425605,-90.47468387,2018,5716,289.34,38.61333333,-1.04,27.81777778,13.51336976,43,73,52,0,2865.836667
1989,SCOTT,39.64425605,-90.47468387,2623,8339,488.6966667,35.92,0.143333333,25.66500911,13.09734062,68,33,52,0,2713.843334
1990,SCOTT,39.64425605,-90.47468387,2623,9012,782.5066667,36.59333333,-2.1,25.59027322,13.90770492,81,41,51,1,2745.086667
1991,SCOTT,39.64425605,-90.47468387,2959,9550,532.2066667,35.3,0.12,27.00440801,14.65848816,64,63,44,0,2923.65
1992,SCOTT,39.64425605,-90.47468387,2724,10088,475.84,33.40333333,0.26,25.03759563,12.05699454,72,19,59,0,2587.556667
1993,SCOTT,39.64425605,-90.47468387,2892,9482,951.81,33.4,-1.573333333,24.90972678,13.56850638,103,32,52,0,2694.156667
1994,SCOTT,39.64425605,-90.47468387,2959,10558,451.97,34.65666667,1.226666667,25.95693989,13.01134791,71,36,48,0,2705.566667
1995,SCOTT,39.64425605,-90.47468387,2623,8070,603.8766667,36.79333333,-0.17,25.68650273,13.74582878,86,53,51,0,2734.396667
1996,SCOTT,39.64425605,-90.47468387,2858,9550,531.51,34.03666667,0.016666667,24.99836066,12.77080146,72,39,58,0,2623.793334
1997,SCOTT,39.64425605,-90.47468387,2825,9012,422.5133334,36.32666667,-2.213333333,25.45870674,12.93907104,63,43,51,1,2668.84
1998,SCOTT,39.64425605,-90.47468387,3026,9348,668.2166667,35.53666667,0.97,26.62125683,14.96032787,85,52,36,0,2904.803334
1999,SCOTT,39.64425605,-90.47468387,2488,8205,460.0633333,38.27666667,0.936666667,26.30533698,13.28435337,62,56,53,0,2737.631667
2000,SCOTT,39.64425605,-90.47468387,3094,10895,706.6866667,35.39333333,-1.783333333,26.02621129,13.75867031,77,43,46,0,2793.698334
2001,SCOTT,39.64425605,-90.47468387,2825,10020,666.26,35.22333333,-1.93,26.2671949,13.83094718,74,49,44,0,2779.55
2002,SCOTT,39.64425605,-90.47468387,2959,9079,702.03,34.41333333,-0.24,26.56107468,14.22238616,76,59,47,0,2861.468334
2003,SCOTT,39.64425605,-90.47468387,3094,12240,636.6666666,35.82666667,-2.306666667,25.4043898,12.83850638,71,33,57,1,2642.206667
2004,SCOTT,39.64425605,-90.47468387,3497,13114,525.6966667,32.57666667,-1.34,25.66837887,13.2510929,75,22,44,0,2712.281667
2005,SCOTT,39.64425605,-90.47468387,3161,8675,304.73,38.76666667,-1.663333333,27.42872495,14.18216758,55,74,38,0,2888.536667
2006,SCOTT,39.64425605,-90.47468387,3228,11231,475.5733333,37.20333333,-1.033333333,26.65051002,13.86848816,71,52,48,0,2819.953334
2007,SCOTT,39.64425605,-90.47468387,2690,11365,431.93,36.48666667,0.866666667,28.36163934,14.84398907,61,72,29,0,3002.871667
2008,SCOTT,39.64425605,-90.47468387,3161,10424,878.3766667,34.3,-0.806666667,25.58211293,13.45759563,80,26,48,0,2717.768334
2009,SCOTT,39.64425605,-90.47468387,3430,12441,811.6466667,34.75666667,-0.413333333,24.5287796,12.90080146,89,13,46,0,2585.576667
2010,SCOTT,39.64425605,-90.47468387,3517,9381,926.4033333,35.11333333,1.26,27.00961749,14.80690346,83,61,40,0,2935.413334
2011,SCOTT,39.64425605,-90.47468387,2986,9778,735.9491097,39.44444444,-1.111111111,27.02185792,13.94656952,61,67,50,0,2844.166667
2012,SCOTT,39.64425605,-90.47468387,2925,7888,534.4253785,40.55555556,-1.111111111,28.2928557,13.23416312,43,78,56,0,2833.333334
2013,SCOTT,39.64425605,-90.47468387,3584,11311,708.5377801,36.66666667,-2.777777778,26.39951427,13.50637523,51,51,48,1,2772.12963
2014,SCOTT,39.64425605,-90.47468387,3672,13564,776.7872991,34.62962963,0.555555556,25.21908521,13.24276462,62,28,47,0,2664.722223
2015,SCOTT,39.64425605,-90.47468387,3410,10034,962.9912326,33.88888889,0,25.57984214,13.84790528,64,27,45,0,2758.194445
2016,SCOTT,39.64425605,-90.47468387,3894,12999,743.73816,34.44444444,3.888888889,27.191864,15.2534912,183,56,29,0,2959.305556
2017,SCOTT,39.64425605,-90.47468387,4230,13766,745.2959701,35,2.222222222,26.82149362,14.31542198,183,46,33,0,2850.694445
2018,SCOTT,39.64425605,-90.47468387,-99,-99,787.4700884,36.11111111,-2.222222222,27.8870674,16.07771706,183,76,26,3,3105.277778
2019,SCOTT,39.64425605,-90.47468387,-99,-99,877.7926274,35,-0.555555556,27.08864602,15.3339405,154,56,35,0,2981.111112
1950,SHELBY,39.3912675,-88.80553646,1681,3161,667.4266667,34.79333333,-0.543333333,25.57867031,13.25100182,65,30,46,0,2704.336667
1951,SHELBY,39.3912675,-88.80553646,1547,3430,568.33,36.3,-2.593333333,26.3043898,13.45295082,63,48,43,1,2777.83
1952,SHELBY,39.3912675,-88.80553646,1681,3564,465.77,38.62333333,-3.826666667,27.92227687,13.63298725,42,80,50,3,2872.07
1953,SHELBY,39.3912675,-88.80553646,1480,3497,355.19,39.81666667,-3.453333333,28.79896175,13.92885246,39,85,52,3,2923.876667
1954,SHELBY,39.3912675,-88.80553646,874,1076,395.54,44.37,-0.303333333,29.44005464,15.21772313,52,94,36,0,3023.338334
1955,SHELBY,39.3912675,-88.80553646,1513,3766,611.2533333,37.71666667,3.506666667,28.34067395,14.88834244,58,82,33,0,2955.375
1956,SHELBY,39.3912675,-88.80553646,2018,4304,619.4933333,35.99,-2.75,27.37668488,13.5264663,55,63,49,2,2883.52
1957,SHELBY,39.3912675,-88.80553646,1547,3363,799.7766666,34.93,0.32,27.00941712,14.50074681,71,55,37,0,2901.286667
1958,SHELBY,39.3912675,-88.80553646,1950,4775,718.2766667,34.26666667,0.133333333,26.25919854,13.40774135,64,37,51,0,2776.023334
1959,SHELBY,39.3912675,-88.80553646,1749,4102,510.7933333,36.33,-1.14,27.97091075,15.11154827,56,84,35,0,3000.880001
1960,SHELBY,39.3912675,-88.80553646,1614,4304,509.56,36.3,0.446666667,27.24555556,14.35440801,61,56,31,0,2888.753334
1961,SHELBY,39.3912675,-88.80553646,1816,5246,621.9766667,34.35666667,-3.146666667,26.48045537,13.17772313,57,65,56,1,2777.05
1962,SHELBY,39.3912675,-88.80553646,2018,5716,503.6833333,37.16,-4.03,27.85741348,14.68491803,54,63,32,1,2973.868334
1963,SHELBY,39.3912675,-88.80553646,2118,6322,466.6733333,35.49666667,-1.353333333,27.43397086,13.12176685,41,63,50,0,2815.538334
1964,SHELBY,39.3912675,-88.80553646,1480,4842,331.89,38.70333333,-3.64,27.93422587,14.06575592,39,72,46,1,2905.086667
1965,SHELBY,39.3912675,-88.80553646,2085,6927,692.0566667,35.31666667,1.893333333,27.01003643,13.95347905,64,41,38,0,2868.395
1966,SHELBY,39.3912675,-88.80553646,1614,4977,521.6866667,39.01333333,-2.413333333,26.67040073,13.25642987,55,61,50,1,2749.16
1967,SHELBY,39.3912675,-88.80553646,2253,7263,576.2266667,33.72333333,-0.906666667,25.04985428,12.82551913,70,32,60,0,2641.47
1968,SHELBY,39.3912675,-88.80553646,2152,6254,589.3633333,34.67,-0.146666667,26.34697632,14.14264117,59,52,43,0,2811.628334
1969,SHELBY,39.3912675,-88.80553646,2455,7465,771.0633333,36.85333333,0.526666667,26.65861566,14.14551913,62,53,45,0,2844.851667
1970,SHELBY,39.3912675,-88.80553646,2018,4977,683.9833333,36.02,0.903333333,27.23506375,15.04581056,64,55,31,0,2951.7
1971,SHELBY,39.3912675,-88.80553646,2118,7061,540.1433333,36.05333333,0.34,27.20415301,13.7467031,47,61,46,0,2859.205
1972,SHELBY,39.3912675,-88.80553646,2421,7398,547.7633333,34.92,-0.01,26.80497268,13.97570128,60,60,41,0,2827.615001
1973,SHELBY,39.3912675,-88.80553646,2018,7398,707.9933333,34.40333333,1.893333333,26.97209472,15.29428051,59,54,27,0,2951.168334
1974,SHELBY,39.3912675,-88.80553646,1547,5515,678.7566667,36.61666667,-1.623333333,25.34916211,13.66795993,69,38,45,0,2704.973334
1975,SHELBY,39.3912675,-88.80553646,2354,8675,645.77,34.13333333,1.376666667,26.69409836,14.54418944,60,48,40,0,2868.641667
1976,SHELBY,39.3912675,-88.80553646,2354,7532,353.0033333,36.11333333,-0.183333333,26.56479053,12.81958106,46,50,48,0,2735.64
1977,SHELBY,39.3912675,-88.80553646,2623,7667,653.6166667,35.66,-1.196666667,27.1143898,15.01956284,66,58,32,0,2942.153334
1978,SHELBY,39.3912675,-88.80553646,2354,7398,652.5133333,34.73333333,-0.316666667,26.14094718,14.02289617,63,57,47,0,2805.241667
1979,SHELBY,39.3912675,-88.80553646,2589,8608,417.8233333,33.48,-2.843333333,26.21952641,13.25714025,55,41,51,1,2770.973334
1980,SHELBY,39.3912675,-88.80553646,2287,6591,502.2433333,37.50666667,-1.116666667,27.71539162,14.71094718,50,71,46,0,2953.681667
1981,SHELBY,39.3912675,-88.80553646,2690,9146,735.5833333,35.43,0.63,25.75078324,14.25974499,73,30,40,0,2799.88
1982,SHELBY,39.3912675,-88.80553646,2522,8743,597.6933333,34.57,-1.263333333,26.30848816,14.4447541,71,35,27,0,2842.89
1983,SHELBY,39.3912675,-88.80553646,1883,6322,535.3033333,38.74333333,-5.543333333,27.6163388,14.39952641,48,83,44,3,2903.046667
1984,SHELBY,39.3912675,-88.80553646,1681,6322,503.2566667,36.61666667,1.283333333,26.59704918,13.87047359,54,63,44,0,2806.768334
1985,SHELBY,39.3912675,-88.80553646,2858,9146,454.4,34.06333333,0.426666667,26.58278689,14.1140255,53,34,34,0,2847.523334
1986,SHELBY,39.3912675,-88.80553646,2757,9617,622.8433334,35.16,-1.243333333,26.9370674,14.58067395,64,55,38,0,2917.253334
1987,SHELBY,39.3912675,-88.80553646,2455,9751,418.5633333,37.40666667,-3.703333333,27.77845173,14.69092896,51,69,43,2,2975.295001
1988,SHELBY,39.3912675,-88.80553646,1816,5447,256.6633333,39.63,-2.776666667,28.71919854,13.66051002,33,80,52,1,2928.676667
1989,SHELBY,39.3912675,-88.80553646,2387,7936,465.14,35.98333333,-0.696666667,26.54653916,13.40043716,54,52,46,0,2796.993334
1990,SHELBY,39.3912675,-88.80553646,2488,8608,664.3466667,36.98,-1.663333333,26.49710383,14.31176685,58,52,41,0,2826.491667
1991,SHELBY,39.3912675,-88.80553646,2522,7734,414.2266667,36.52,0.15,28.02107468,15.29182149,54,79,37,0,3032.02
1992,SHELBY,39.3912675,-88.80553646,2993,11298,479.86,33.21333333,-1.006666667,25.61876138,12.70134791,62,20,53,0,2686.158334
1993,SHELBY,39.3912675,-88.80553646,2959,10357,770.7933333,34.68333333,-1.556666667,26.01515483,13.64577413,78,50,52,0,2771.741667
1994,SHELBY,39.3912675,-88.80553646,2959,10693,523.4966667,35.26333333,0.57,26.70418944,12.74185792,46,56,52,0,2729.473334
1995,SHELBY,39.3912675,-88.80553646,2421,7801,574.22,37.16666667,-0.526666667,26.90932605,14.32819672,66,69,45,0,2866.488334
1996,SHELBY,39.3912675,-88.80553646,2186,7398,560.8033333,35.18666667,0.926666667,26.26081967,13.88007286,63,50,49,0,2788.616667
1997,SHELBY,39.3912675,-88.80553646,2556,8675,426.34,36.11333333,-0.926666667,25.85408015,13.30016393,65,52,51,0,2716.905
1998,SHELBY,39.3912675,-88.80553646,2791,9482,621.52,34.81333333,0.926666667,27.04903461,15.11351548,66,59,32,0,2946.88
1999,SHELBY,39.3912675,-88.80553646,2488,8272,572.5033333,38.33,0.003333333,27.15750455,13.35275046,45,62,49,0,2803.28
2000,SHELBY,39.3912675,-88.80553646,3161,10962,818.6633333,34.89666667,-2.83,26.21894353,14.2384153,68,39,41,1,2850.305
2001,SHELBY,39.3912675,-88.80553646,2757,9684,572.95,34.83666667,-1.493333333,27.0003643,14.18593807,65,58,42,0,2865.473334
2002,SHELBY,39.3912675,-88.80553646,2556,7599,716.06,35.88,-1.166666667,27.56819672,15.26808743,65,79,43,0,2989.506667
2003,SHELBY,39.3912675,-88.80553646,2825,10760,589.8866667,36.68333333,-1.413333333,26.1592714,13.78178506,52,40,42,0,2755.578334
2004,SHELBY,39.3912675,-88.80553646,3363,11769,526.99,33.37666667,0.026666667,26.28872495,13.99899818,67,28,39,0,2814.955
2005,SHELBY,39.3912675,-88.80553646,2959,10020,379.25,36.58333333,-0.84,27.58377049,15.03484517,44,75,34,0,2965.21
2006,SHELBY,39.3912675,-88.80553646,3228,9886,426.7666667,36.04666667,-2.026666667,26.44744991,14.63867031,58,49,41,1,2864.04
2007,SHELBY,39.3912675,-88.80553646,3295,12172,438.2433333,35.45,1.573333333,28.42774135,15.99229508,65,67,22,0,3109.605
2008,SHELBY,39.3912675,-88.80553646,3295,12038,706.9366667,33.20333333,2.613333333,25.91734062,14.38457195,64,32,37,0,2807.558334
2009,SHELBY,39.3912675,-88.80553646,3228,11500,684.98,33.98333333,0.87,24.97504554,14.27338798,69,19,40,0,2722.685
2010,SHELBY,39.3912675,-88.80553646,3726,10955,810.4866667,35.87,2.053333333,27.59581056,15.49693989,62,79,34,0,3015.853334
2011,SHELBY,39.3912675,-88.80553646,2939,9839,627.1725667,37.22222222,0.555555556,26.4743979,14.29366525,61,63,46,0,2821.851852
2012,SHELBY,39.3912675,-88.80553646,3100,4869,491.1694762,40,-0.740740739,27.90477636,14.2653309,43,75,42,0,2878.472223
